qid,question_text,target,preprocessed_text
9ba10cb7a25028070d25,Which is best to use ngx-bootstrap or ng-bootstrap in angular 4?,0,"['best', 'use', 'ngx', 'bootstrap', 'ng', 'bootstrap', 'angular', '4']"
a2a6d28ff0995f28a78c,Can chewing gum lessen anxiety?,0,"['chewing', 'gum', 'lessen', 'anxiety']"
419bdd878fc08660878c,What is the magnetic field around the superconductors?,0,"['magnetic', 'field', 'around', 'superconductors']"
20aab6c978cb6250772c,What are the best things to do on weekends as a student at Truman State?,0,"['best', 'thing', 'weekend', 'student', 'truman', 'state']"
594a6b5ba63a9fce4091,How is heat insulation achieved with specially engineered methods or processes?,0,"['heat', 'insulation', 'achieved', 'specially', 'engineered', 'method', 'process']"
702d162ff4d8459648ef,Why are business risk and financial risk considered to be stable in calculating cost of capital?,0,"['business', 'risk', 'financial', 'risk', 'considered', 'stable', 'calculating', 'cost', 'capital']"
6c180a7cbfab6775aa8e,What are some traditional ballet costumes?,0,"['traditional', 'ballet', 'costume']"
fe15c1d92a407044ce97,What is a tactical nuke?,0,"['tactical', 'nuke']"
8899e2241092a117acc7,What is the most realistic zombie apocalypse games?,0,"['realistic', 'zombie', 'apocalypse', 'game']"
7924c4548aed0519fb1c,How would we integrate (xe^x) / (sqrt (1+e^x)) dx?,0,"['would', 'integrate', 'xe', 'x', 'sqrt', '1', 'e', 'x', 'dx']"
c373dafe2b646cdaaf13,How is my friend able to get better marks than me?,0,"['friend', 'able', 'get', 'better', 'mark']"
7f3cac2b8884570b9911,"So, what would happen if I got into a car accident, didn't have insurance, the other person made a claim and now I owe big bucks? Is it possible to make a payment plan with the insurance company? Or am I totally screwed?",0,"['would', 'happen', 'got', 'car', 'accident', 'insurance', 'person', 'made', 'claim', 'owe', 'big', 'buck', 'possible', 'make', 'payment', 'plan', 'insurance', 'company', 'totally', 'screwed']"
a013f1eac4b07989d566,I have +8 powers in both of my eyes. What is the best cure out there today?,0,"['8', 'power', 'eye', 'best', 'cure', 'today']"
d8347db6729401c8c11e,What is measurement in physic?,0,"['measurement', 'physic']"
7eeac645283dc417d16c,"Why am I always confused, unable to decide and take awrong decision?",0,"['always', 'confused', 'unable', 'decide', 'take', 'awrong', 'decision']"
d8b0ef18b3a2bcd4a6ae,What are the best ways to concentrate on studies?,0,"['best', 'way', 'concentrate', 'study']"
f05e9ce9b0abd3d369b4,"I am unable to get someone (a boy) out of my mind, what should I do?",0,"['unable', 'get', 'someone', 'boy', 'mind']"
8278ad62afcd9d2ac95e,Which is the cheapest IIT in India?,0,"['cheapest', 'iit', 'india']"
e6de657b43e285e32f0e,Is it possible to look at the British Empire preWW2 and claim that the capital of the empire simply moved to America after the war as America did take over much of the empire from Great Britain?,0,"['possible', 'look', 'british', 'empire', 'preww2', 'claim', 'capital', 'empire', 'simply', 'moved', 'america', 'war', 'america', 'take', 'much', 'empire', 'great', 'britain']"
46543a00db7e7559903c,Do women eat sushi right after birth just like smoking after birth?,0,"['woman', 'eat', 'sushi', 'right', 'birth', 'like', 'smoking', 'birth']"
7e1f76877336820d086b,Why are exams taking our king away from us? Don’t they know that Quora is more important than school?,0,"['exam', 'taking', 'king', 'away', 'u', 'know', 'quora', 'important', 'school']"
314e3abfadc29fa23a2b,How do I solve the player's shot probability problem?,0,"['solve', 'player', 'shot', 'probability', 'problem']"
9d6bb177582517318e9d,What are the eligibility criteria to apply for the teacher training course in India?,0,"['eligibility', 'criterion', 'apply', 'teacher', 'training', 'course', 'india']"
18ef117e25324b62b3d6,What is the best way for late career change into on-air news host or anchor?,0,"['best', 'way', 'late', 'career', 'change', 'air', 'news', 'host', 'anchor']"
b2deec67de84aed836af,Why does Senator Murkowski think Obamacare is perfect?,0,"['doe', 'senator', 'murkowski', 'think', 'obamacare', 'perfect']"
0276b58e8210567f3ee0,Who is the youngest monarch to have a child (not necessarily during their reign)?,0,"['youngest', 'monarch', 'child', 'necessarily', 'reign']"
da4242c55c89e017507d,How can the oxidation of ethanol be achieved?,0,"['oxidation', 'ethanol', 'achieved']"
732c1cde07fb075ea7db,What does it look like to be an INTP 5w6?,0,"['doe', 'look', 'like', 'intp', '5w6']"
783dc94579a06e7e1220,Is there any progress of controlling hydrogen bomb's energy?,0,"['progress', 'controlling', 'hydrogen', 'bomb', 'energy']"
0e489af6bdf2a7802fd5,How are you at thia moment?,0,"['thia', 'moment']"
687e854ff9e85699a5cc,What is the the chaos theory's purpose?,0,"['chaos', 'theory', 'purpose']"
9c348941f1560d3efd96,What are the uses of overlay networks?,0,"['us', 'overlay', 'network']"
a65af1136e08fb2be376,What comes to your mind when you think of Qatar?,0,"['come', 'mind', 'think', 'qatar']"
75980b408c2639bd9d3d,How is the best faculty of CA intermediate taxation in Chandigarh?,0,"['best', 'faculty', 'ca', 'intermediate', 'taxation', 'chandigarh']"
a083ec880e37262f0568,"If you play HQ Trivia, what number question usually trips you up? (so far I can't get past 4. Number 5 always gets me)",0,"['play', 'hq', 'trivia', 'number', 'question', 'usually', 'trip', 'far', 'get', 'past', '4', 'number', '5', 'always', 'get']"
226121e46bc9a72a7a4e,Is someone familiar with the conclusions of the experiments where scientists put people in caves to study their sleep cycles?,0,"['someone', 'familiar', 'conclusion', 'experiment', 'scientist', 'put', 'people', 'cave', 'study', 'sleep', 'cycle']"
4e1fa0c68b1d17fb2e90,Why is it so hard to get people to use task/project management tools?,0,"['hard', 'get', 'people', 'use', 'task', 'project', 'management', 'tool']"
649cb239a8b1b4bdd702,Is there any dealer available in Ahmedabad Gujrat?,0,"['dealer', 'available', 'ahmedabad', 'gujrat']"
729785b5259061d45826,"As an Indian used to the Indian system of education, how hard will it be to start Studies at TU Delft? I just got an admit to TU Delft for Master's programme in Vehicle Engineering. Should I seriously consider it even if I don't get any scholarship?",0,"['indian', 'used', 'indian', 'system', 'education', 'hard', 'start', 'study', 'tu', 'delft', 'got', 'admit', 'tu', 'delft', 'master', 'programme', 'vehicle', 'engineering', 'seriously', 'consider', 'even', 'get', 'scholarship']"
168f34b21315157a8baa,Why can't we smell while asleep?,0,"['smell', 'asleep']"
1886e3f21f114b28828c,What is the best computer course for Punjab govt jobs?,0,"['best', 'computer', 'course', 'punjab', 'govt', 'job']"
736648f76a8210f2fc6c,Is there a way to enable notifications for messages on the GoodReads app?,0,"['way', 'enable', 'notification', 'message', 'goodreads', 'app']"
4c39ce38c7fbda29ee00,Is it considered a sexual harassment when a total stranger asks for a one night stand?,0,"['considered', 'sexual', 'harassment', 'total', 'stranger', 'asks', 'one', 'night', 'stand']"
cb08620643e56b5f004c,How do I write 2030325 in rupees?,0,"['write', '2030325', 'rupee']"
f424faa8a72b4af68df9,"I have a horticulture diploma, how can I find a job in the Canadian cannabis industry?",0,"['horticulture', 'diploma', 'find', 'job', 'canadian', 'cannabis', 'industry']"
9a25021690c22ca7936a,How close is ISIS to take Deir al-Zaur?,0,"['close', 'isi', 'take', 'deir', 'al', 'zaur']"
dd79488181131a5a8d6b,Is ballet a rich person art/sport?,0,"['ballet', 'rich', 'person', 'art', 'sport']"
c17a2c91fcbf5df54715,Can a Christian believe the Bible contradicts itself and still call themselves Christian? What does the Bible have to say about this?,0,"['christian', 'believe', 'bible', 'contradicts', 'still', 'call', 'christian', 'doe', 'bible', 'say']"
7d3af327cbfda01e06f0,Is it possible for a state government to own/hold a property/land in other state?,0,"['possible', 'state', 'government', 'hold', 'property', 'land', 'state']"
3b07255e5e9ee2913f71,How should I schedule my early morning workout?,0,"['schedule', 'early', 'morning', 'workout']"
3d4080d4adfbae1f16a0,Which digital analytical course is useful for digital marketers?,0,"['digital', 'analytical', 'course', 'useful', 'digital', 'marketer']"
d31f03b9e265827a3e81,What are the steps for opening a restro-pub in Maharashtra?,0,"['step', 'opening', 'restro', 'pub', 'maharashtra']"
0915b52353dbf8121125,How I can buy laptop on EMI without Bajaj finserv and credit card help me I live far away from place where they provide EMI?,0,"['buy', 'laptop', 'emi', 'without', 'bajaj', 'finserv', 'credit', 'card', 'help', 'live', 'far', 'away', 'place', 'provide', 'emi']"
c5f47c93a20384a52f2f,Why should I have a separate database and data warehouse?,0,"['separate', 'database', 'data', 'warehouse']"
efd7e1fae98dd9df0e7a,"Being a college student, Where are the places to eat good and cheap food daily in dum dum Kolkata?",0,"['college', 'student', 'place', 'eat', 'good', 'cheap', 'food', 'daily', 'dum', 'dum', 'kolkata']"
f1769e5d8df14f02bd59,How should I apply for MA in sociology at Christ University?,0,"['apply', 'sociology', 'christ', 'university']"
dc088cc3bccf560c6208,What is cobalt- 60?,0,"['cobalt', '60']"
7881658418361433f0d1,"What should one do in a head on collision, and what are all the dangers and considerations involved?",0,"['one', 'head', 'collision', 'danger', 'consideration', 'involved']"
060637798ae70c94c472,"Is it possible to enlist when you’re 17, and then apply to a service academy for one of the slots reserved for enlisted personnel and graduate at the same time that you would if you applied the academy normally?",0,"['possible', 'enlist', '17', 'apply', 'service', 'academy', 'one', 'slot', 'reserved', 'enlisted', 'personnel', 'graduate', 'time', 'would', 'applied', 'academy', 'normally']"
8a5299427fcb676ac67c,Do we have net neutrality in India?,0,"['net', 'neutrality', 'india']"
bf8577dfe56694b3da93,Is there any legitimacy to this documentary on the Bohemian Grove?,0,"['legitimacy', 'documentary', 'bohemian', 'grove']"
a0166a330bb40106d929,What are high-index lenses?,0,"['high', 'index', 'lens']"
f99d2956fdd1b6d11709,How can I write a biography about Diego Maradona?,0,"['write', 'biography', 'diego', 'maradona']"
30128ea09fe0919034e6,"Are there going to be places where physicists and astronomers will convene and meet with the public during the total solar eclipse on August 21, 2017?",0,"['going', 'place', 'physicist', 'astronomer', 'convene', 'meet', 'public', 'total', 'solar', 'eclipse', 'august', '21', '2017']"
bca5c4f5b90127e2a667,What is this TPR sole material?,0,"['tpr', 'sole', 'material']"
3f8913fde5d2a771000f,What is the promise of teflon chatting?,0,"['promise', 'teflon', 'chatting']"
a03071f395f87f7ecd7b,How can I setup my own business?,0,"['setup', 'business']"
335d1df3f814a32845ab,Has something unexplained ever happened to you which may not seem plausible by logical standards?,0,"['ha', 'something', 'unexplained', 'ever', 'happened', 'may', 'seem', 'plausible', 'logical', 'standard']"
be70760d380dc843b65e,How do social workers remain calm (poker face) when they encounter disturbing situations?,0,"['social', 'worker', 'remain', 'calm', 'poker', 'face', 'encounter', 'disturbing', 'situation']"
fb3eae6ce63df8650942,Can a software company write off donations of their software to universities?,0,"['software', 'company', 'write', 'donation', 'software', 'university']"
7c40e0d462fe490962bf,"Which companies have nailed their ""subscription Cancellation flows?",0,"['company', 'nailed', 'subscription', 'cancellation', 'flow']"
cf56f1da6e57e41ef93f,"What inspired Brandon Sanderson to write the novel series ""Mistborn""?",0,"['inspired', 'brandon', 'sanderson', 'write', 'novel', 'series', 'mistborn']"
0a05a47186720617c5fe,"Is atheism a religion without God, or have I just challenged it to have one?",0,"['atheism', 'religion', 'without', 'god', 'challenged', 'one']"
3a9fd479b97fbeaa5c95,What do men wants and hates if they are in a long term in relationship to be more interested with their girlfriends?,0,"['men', 'want', 'hate', 'long', 'term', 'relationship', 'interested', 'girlfriend']"
cc9666a91c8886ab0030,What are the advantages for an Australian to learn Hindi? Why isn't Hindi prioritized more in languages Australian school students should learn in primary and secondary schools compared to other Asian languages?,0,"['advantage', 'australian', 'learn', 'hindi', 'hindi', 'prioritized', 'language', 'australian', 'school', 'student', 'learn', 'primary', 'secondary', 'school', 'compared', 'asian', 'language']"
392483cd1c4a2926b64c,What’s the best way to prepare your home for a new puppy? What things should I buy and what should I be doing to make the process go as smoothly as possible? There are no other pets.,0,"['best', 'way', 'prepare', 'home', 'new', 'puppy', 'thing', 'buy', 'make', 'process', 'go', 'smoothly', 'possible', 'pet']"
90cfe2297299ea2e9295,"What can a visual performance provide, that a textual experience cannot?",0,"['visual', 'performance', 'provide', 'textual', 'experience', 'cannot']"
ae99e23f45b704dada7b,Should execution be legal to punish murder?,0,"['execution', 'legal', 'punish', 'murder']"
c80fac87e52726e7d468,Is DCI older than MCI?,0,"['dci', 'older', 'mci']"
9047220658d4040858e4,What will happen if you eat a lot of candy over a period of a week?,0,"['happen', 'eat', 'lot', 'candy', 'period', 'week']"
4d0d4aad85bbd3500ea8,What are some shampoos for greasy hair that smell good?,0,"['shampoo', 'greasy', 'hair', 'smell', 'good']"
19fbfeabedaab2d88b22,What do the pyramids represent for Egypt?,0,"['pyramid', 'represent', 'egypt']"
3ec45f9d9dc5c73663f5,What is the ATP rank a player should have if he is to make a living out of playing tennis?,0,"['atp', 'rank', 'player', 'make', 'living', 'playing', 'tennis']"
89f1ef103cc8f7e823be,Why is the frisbee projectile so smooth on the eyes?,0,"['frisbee', 'projectile', 'smooth', 'eye']"
8e623e25ad4f0aaa4c81,What is the absorptive capacity of Israel within the '49 Armistice lines?,0,"['absorptive', 'capacity', 'israel', 'within', '49', 'armistice', 'line']"
8a97acc9b023dc7d8b74,What do you do if no one believes in you?,0,"['one', 'belief']"
36ee439b404aea0a32c9,What would happen if there were no animals left?,0,"['would', 'happen', 'animal', 'left']"
74f3ac71fe9cf81ab3cf,"What is ""earn while learn scheme"" in BHU?",0,"['earn', 'learn', 'scheme', 'bhu']"
45222194fb8f09f6ef93,Whatare the applications of step down transformer?,0,"['whatare', 'application', 'step', 'transformer']"
8a43fb45b4f2ebf5cb57,"Are technological phenomena local or universal, or do machine observers equate to parallel domains?",0,"['technological', 'phenomenon', 'local', 'universal', 'machine', 'observer', 'equate', 'parallel', 'domain']"
61a8354df6a1c6d58fa2,Can I get married to a Muslim man without converting into Muslim?,0,"['get', 'married', 'muslim', 'man', 'without', 'converting', 'muslim']"
09699aa8f08ed6bc8e7d,How were secondary schools established?,0,"['secondary', 'school', 'established']"
ae39cfa2e1724e88d03f,What is the simplest circuit design for ringing a buzzer every 5 minutes?,0,"['simplest', 'circuit', 'design', 'ringing', 'buzzer', 'every', '5', 'minute']"
9321db71da503337c764,"What are some interesting ""before death"" stories?",0,"['interesting', 'death', 'story']"
29b5d7b63cc4840cb092,"When consuming raw or undercooked foods, such as sushi or rare steak, does your risk of food poisoning or parasites get lower?",0,"['consuming', 'raw', 'undercooked', 'food', 'sushi', 'rare', 'steak', 'doe', 'risk', 'food', 'poisoning', 'parasite', 'get', 'lower']"
8b827fe05ce62797577b,What if Elon musk was a movie director like Christopher Nolan?,0,"['elon', 'musk', 'wa', 'movie', 'director', 'like', 'christopher', 'nolan']"
7a70360b7746460fc0e3,How can I tag folders on my PC for easy access of data?,0,"['tag', 'folder', 'pc', 'easy', 'access', 'data']"
ad6291920fe32479dfb1,Does Denuvo games shorten the lifespan of SSD drives?,0,"['doe', 'denuvo', 'game', 'shorten', 'lifespan', 'ssd', 'drive']"
a94ea98c6622681a9693,How do I stop my cat from weeing inside?,0,"['stop', 'cat', 'weeing', 'inside']"
6f04e373609335f4e90c,"Who would I inform if I ever find, say, an ex SS general that has never been prosecuted?",0,"['would', 'inform', 'ever', 'find', 'say', 'ex', 'general', 'ha', 'never', 'prosecuted']"
8fb54a666aeda8cad6c4,What is called imaginative geography in literature?,0,"['called', 'imaginative', 'geography', 'literature']"
e2ea13ad8e93aa7bc374,"How much percentile will I get in CAT 2017 attending 20 in VARC, 13 in DILR and 14 in QS in slot 2?",0,"['much', 'percentile', 'get', 'cat', '2017', 'attending', '20', 'varc', '13', 'dilr', '14', 'q', 'slot', '2']"
9b62e3b38dbcbb4588de,"When I wake up what should I do to maintain that level of passion or charisma? I forget (or lose passion) about my ambitions, my promises and everything I thought for my betterment after a good night's sleep.",0,"['wake', 'maintain', 'level', 'passion', 'charisma', 'forget', 'lose', 'passion', 'ambition', 'promise', 'everything', 'thought', 'betterment', 'good', 'night', 'sleep']"
560c440226fe75c3ea45,What happened to Captian America's shield?,0,"['happened', 'captian', 'america', 'shield']"
c7cca097b70047b35e51,What are the dietary habits of reindeer?,0,"['dietary', 'habit', 'reindeer']"
614515f5da6310a527b0,What is the purpose of headings and subheadings?,0,"['purpose', 'heading', 'subheading']"
d4c131854eaa3abb0755,What is the difference between formal education and informal education?,0,"['difference', 'formal', 'education', 'informal', 'education']"
d61ba2c9e76b3b210f46,What happens to Indian citizenship after getting PR in Canada and living there for more than 2 years?,0,"['happens', 'indian', 'citizenship', 'getting', 'pr', 'canada', 'living', '2', 'year']"
35e62f16a049ad05b4e5,What is your favourite Bangladeshi food?,0,"['favourite', 'bangladeshi', 'food']"
d21b73247a80a9fdaa2f,Can women breasts consider their weapons?,0,"['woman', 'breast', 'consider', 'weapon']"
6872039d7eda2ced8bfd,What are average results for a 66 year old male at 2000 metres indoor rowing?,0,"['average', 'result', '66', 'year', 'old', 'male', '2000', 'metre', 'indoor', 'rowing']"
f841a2498775528a6ef1,What is the ritual passage of Afrikaners in South Africa?,0,"['ritual', 'passage', 'afrikaner', 'south', 'africa']"
cd5c9766268b1b9276cc,What comes into your mind by hearing the word button?,0,"['come', 'mind', 'hearing', 'word', 'button']"
6dcc6b737f36454d1074,Where can download padmavat?,0,"['download', 'padmavat']"
bf0bc5b906aa8c3ac2bf,How can we focus on studies at the same time on Facebook?,0,"['focus', 'study', 'time', 'facebook']"
429d268f86b0f8301dc5,"What does the phrase ""many people are still skeptical about Manaphy being a sea prince"" mean?",0,"['doe', 'phrase', 'many', 'people', 'still', 'skeptical', 'manaphy', 'sea', 'prince', 'mean']"
75733ad635a19cd937e9,How do I call a boat party?,0,"['call', 'boat', 'party']"
8f41c943b11953a78d47,Does all colars have dash board diagnostics?,0,"['doe', 'colars', 'dash', 'board', 'diagnostics']"
f2472ba4d6203685eb22,Why are commercial solar panels hexagon?,0,"['commercial', 'solar', 'panel', 'hexagon']"
6ab4904e708cd5f0545d,"What are the demographic factors that affect the crime rate in Victorville, CA?",0,"['demographic', 'factor', 'affect', 'crime', 'rate', 'victorville', 'ca']"
cfc512e5548ddcf1d845,How do I create a TV show? I have plot ideas but I need somebody to start the show with.,0,"['create', 'tv', 'show', 'plot', 'idea', 'need', 'somebody', 'start', 'show']"
618b27abeb98d7ba8f22,How do you know if a guy secretly admires/likes you?,0,"['know', 'guy', 'secretly', 'admires', 'like']"
206ab117022540c5875d,Will there be any Telugu students at IIIT Gwalior?,0,"['telugu', 'student', 'iiit', 'gwalior']"
5adf806dc74d1979f481,Do you think that the love Padme and Anakin had for eachother could be found in every day life?,0,"['think', 'love', 'padme', 'anakin', 'eachother', 'could', 'found', 'every', 'day', 'life']"
cfcee947e427248a2491,Did you friend zoned any one knowingly?,0,"['friend', 'zoned', 'one', 'knowingly']"
3f471d6df49e7c2ebb49,What is the volume of water displayed when a body weighs 100N in air and 70N in water?,0,"['volume', 'water', 'displayed', 'body', 'weighs', '100n', 'air', '70n', 'water']"
e4c51122a1acdd8ef181,Is it better to toast burger buns in a fry pan with or without oil? How will oil affect the result?,0,"['better', 'toast', 'burger', 'bun', 'fry', 'pan', 'without', 'oil', 'oil', 'affect', 'result']"
1b1ca95ef03f9fbe00e7,How do you recover from an ice cream binge (finishing a pint in one go) or any binge in general?,0,"['recover', 'ice', 'cream', 'binge', 'finishing', 'pint', 'one', 'go', 'binge', 'general']"
cfaaa2154404b1130aa1,What does a smile do in someone´s life?,0,"['doe', 'smile', 'someone', 'life']"
949e87feafa3a232734e,"Would you recommend building my own forge or buying one off of the internet, as a new blacksmith?",0,"['would', 'recommend', 'building', 'forge', 'buying', 'one', 'internet', 'new', 'blacksmith']"
375ab4178ea9f6f95d80,Why is r d burman great?,0,"['r', 'burman', 'great']"
4d10db718918acab87c2,Can online data science learning platforms enough/help in getting good jobs?,0,"['online', 'data', 'science', 'learning', 'platform', 'enough', 'help', 'getting', 'good', 'job']"
2452c9a1c83f3ffc9de3,Where do I confirm my email because I cannot answer any questions without confirming my email first?,0,"['confirm', 'email', 'cannot', 'answer', 'question', 'without', 'confirming', 'email', 'first']"
b6c5247783122335461b,What is the best Food delivery startup in Bangalore?,0,"['best', 'food', 'delivery', 'startup', 'bangalore']"
538ead82d1d1fc741e96,"As a student, have you worked for any party as a strategist or any other job in 2017 assembly elections?",0,"['student', 'worked', 'party', 'strategist', 'job', '2017', 'assembly', 'election']"
97cdc8748022de8ab077,How is Nova Scotia for petroleum engineering?,0,"['nova', 'scotia', 'petroleum', 'engineering']"
59ce7d1e78b73baa914a,How do you get to Real Madrid or Arsenal and I live in Israel and know a little English but how and when to get accepted I really want but do not know who to talk to who knows?,0,"['get', 'real', 'madrid', 'arsenal', 'live', 'israel', 'know', 'little', 'english', 'get', 'accepted', 'really', 'want', 'know', 'talk', 'know']"
6034f3ce1d57c3dc9d3c,"What will be the further steps that government would take for pmkvy 2.0 in Uttar Pradesh, Rajasthan and Hariyana?",0,"['step', 'government', 'would', 'take', 'pmkvy', '2', '0', 'uttar', 'pradesh', 'rajasthan', 'hariyana']"
de1c60cda613e962abf7,Who earns more between this two: doctors or actors?,0,"['earns', 'two', 'doctor', 'actor']"
6dda91b6893252ee4aac,Do you think grades influence future of a student?,0,"['think', 'grade', 'influence', 'future', 'student']"
7d76279cfd12c551110e,How can I gain materialistic pleasure by pleasing Lord Shiva?,0,"['gain', 'materialistic', 'pleasure', 'pleasing', 'lord', 'shiva']"
30018caa3c6f7d92830e,What will be the best song for my boyfriend?,0,"['best', 'song', 'boyfriend']"
249869163abb555552d3,What is the formula for calaculating a national income?,0,"['formula', 'calaculating', 'national', 'income']"
3dcaf4051cb7871171b3,What is the difference between dumb and intelligent terminals?,0,"['difference', 'dumb', 'intelligent', 'terminal']"
8398538f8ef5af46a3f3,Have people voluntarily undergone general anesthesia to simulate the experience of death?,0,"['people', 'voluntarily', 'undergone', 'general', 'anesthesia', 'simulate', 'experience', 'death']"
f617ef2936effcacaf1b,How an I start a management startup that manages big amounts of investor's money?,0,"['start', 'management', 'startup', 'manages', 'big', 'amount', 'investor', 'money']"
747de90a87882bd84a13,How can the cultural variations in Bulgaria be categorized?,0,"['cultural', 'variation', 'bulgaria', 'categorized']"
50c7f77a44ddb5de0965,What type of first bird pets would be good to help prepare someone for caring for a pet macaw?,0,"['type', 'first', 'bird', 'pet', 'would', 'good', 'help', 'prepare', 'someone', 'caring', 'pet', 'macaw']"
c75f4c64d0b2e69c2354,Which cloud service is the best for data storage?,0,"['cloud', 'service', 'best', 'data', 'storage']"
cf422fd182cb9058a216,What are the pricing of monster resume database access?,0,"['pricing', 'monster', 'resume', 'database', 'access']"
e804dace433bbbee9a3d,"What are good hotels for short-term business travelers in Aba, Nigeria?",0,"['good', 'hotel', 'short', 'term', 'business', 'traveler', 'aba', 'nigeria']"
99eea358fd9650be8298,"What are discretionary benefits, and what are some examples?",0,"['discretionary', 'benefit', 'example']"
0397eaf3304b692e4476,Why is it still raining?,0,"['still', 'raining']"
341fa9214f174b77f566,What is the difference between flirty and friendly?,0,"['difference', 'flirty', 'friendly']"
289f50e4b8c2e1867f14,Why do I keep on getting the same questions in my feed?,0,"['keep', 'getting', 'question', 'feed']"
ef66f07e069f55a682ae,What do I do after being rejected from the engineering program at my university?,0,"['rejected', 'engineering', 'program', 'university']"
dcc74e5dc4fc78cefb95,What does it feel like when a man has an orgasm?,0,"['doe', 'feel', 'like', 'man', 'ha', 'orgasm']"
d6bd8d7ca817733f1876,What do you think of most?,0,['think']
1f0837b0abccf6e47db5,Who are the most 10 respected people living in America today?,0,"['10', 'respected', 'people', 'living', 'america', 'today']"
c86370c8a5ba63dd376e,How much mileage will give second hand Yamaha Fazer?,0,"['much', 'mileage', 'give', 'second', 'hand', 'yamaha', 'fazer']"
91c4b70e2052b1876749,who is the best corporate health checkup in Pune?,0,"['best', 'corporate', 'health', 'checkup', 'pune']"
c12e88fb0857af6c4a59,How much does it cost to maintain the Golden Gate Bridge?,0,"['much', 'doe', 'cost', 'maintain', 'golden', 'gate', 'bridge']"
fcc308abcebf3b1d7d76,What is sin as per science?,0,"['sin', 'per', 'science']"
b4fcad0230c166b9a681,What was Sam Snead's golfing style?,0,"['wa', 'sam', 'snead', 'golfing', 'style']"
b7f08167e63be4206435,How do I calculate solar back up?,0,"['calculate', 'solar', 'back']"
7a419c46909a78089b50,"Is it good to join CS or IS in KLE Technological University, Hubli or IS in NIE Mysore?",0,"['good', 'join', 'c', 'kle', 'technological', 'university', 'hubli', 'nie', 'mysore']"
15b9ed013057abec0b4d,What is the Hsn code of maize poha (makka poha)?,0,"['hsn', 'code', 'maize', 'poha', 'makka', 'poha']"
abb40e691c2558c375b1,Does anyone fail in the whole science subject in ICSE if his/her physics and chemistry wasnt good but biology was very good?,0,"['doe', 'anyone', 'fail', 'whole', 'science', 'subject', 'icse', 'physic', 'chemistry', 'wasnt', 'good', 'biology', 'wa', 'good']"
05d0d435e9fe56056b93,"How would you describe life in Greenville, North Carolina?",0,"['would', 'describe', 'life', 'greenville', 'north', 'carolina']"
9497dbd8ab8ebe491d4d,Why it is becoming difficult to get job in use?,0,"['becoming', 'difficult', 'get', 'job', 'use']"
ec2a191c77c0303e52c4,What is the best custom essay writing service?,0,"['best', 'custom', 'essay', 'writing', 'service']"
0d4c97c83681ef1db001,Which industries will nascent technologies disrupt in the next 10 years? Which industries will experience a boom or be newly created?,0,"['industry', 'nascent', 'technology', 'disrupt', 'next', '10', 'year', 'industry', 'experience', 'boom', 'newly', 'created']"
47d2375e290d75d1a6a1,What does a letter A stand for on my California drivers license?,0,"['doe', 'letter', 'stand', 'california', 'driver', 'license']"
a3af1741cf36d5fded52,How do parents feel when their child fails and shatters their hope and expectations academically?,0,"['parent', 'feel', 'child', 'fails', 'shatters', 'hope', 'expectation', 'academically']"
2a479eebd6302c837209,I want to review books. Which would be the best website to blog reviews?,0,"['want', 'review', 'book', 'would', 'best', 'website', 'blog', 'review']"
59bcf671e1f92d7eb451,Is it specifically just Arabs that are all technically related or is it with all people who share the same ethnicity?,0,"['specifically', 'arab', 'technically', 'related', 'people', 'share', 'ethnicity']"
5ccc3ad2e4c08788039a,Pcm vs commerce which is more tough?,0,"['pcm', 'v', 'commerce', 'tough']"
20f5aead953840b604f6,How can I reduce my carbon footprints?,0,"['reduce', 'carbon', 'footprint']"
7275f1090e2fc10f3ca4,What are the best inspirational books that you ever read?,0,"['best', 'inspirational', 'book', 'ever', 'read']"
e9cc9621785a6ab4aa07,What is an intuitive explanation of Ethereum?,0,"['intuitive', 'explanation', 'ethereum']"
a45ddb6823a1bc1cdf62,What are some ideas for a homemade sled?,0,"['idea', 'homemade', 'sled']"
f9c2f04c478a18099e30,What benefits of farmers shows?,0,"['benefit', 'farmer', 'show']"
6ef89bea18013a9445e4,What is GBWhatsApp Apk?,0,"['gbwhatsapp', 'apk']"
cdaf37781e812173fda7,Why do we give up our dreams for someone who is least deserving?,0,"['give', 'dream', 'someone', 'least', 'deserving']"
5bb4ca6b86434724cd3f,What are the advantages and disadvantages of pursuing M.tech degree after a B.tech degree?,0,"['advantage', 'disadvantage', 'pursuing', 'tech', 'degree', 'b', 'tech', 'degree']"
c49080cfed509419d662,"For calculus, is Cengage the most recommended book for mathematics JEE?",0,"['calculus', 'cengage', 'recommended', 'book', 'mathematics', 'jee']"
6b0454eba56a90824354,What are some tricks to multiply and divide quickly?,0,"['trick', 'multiply', 'divide', 'quickly']"
dd2b55b56020dc77f0ba,What are some tips on playing central midfielder in football (soccer)?,0,"['tip', 'playing', 'central', 'midfielder', 'football', 'soccer']"
0ac3b62a6d789e6b78bf,When is Donald Trump going to start demanding that Jared Kushner be locked up for using a private email server?,0,"['donald', 'trump', 'going', 'start', 'demanding', 'jared', 'kushner', 'locked', 'using', 'private', 'email', 'server']"
b02ccf6776fc54d4f7ef,Is it true that life follows are?,0,"['true', 'life', 'follows']"
d3d35479bf82e606e464,What is the importance of the marketing planning process?,0,"['importance', 'marketing', 'planning', 'process']"
